Time,GeoType,GeoID,GeoRank,Geography,"Age-adjusted rate (Females) per 100,000","Age-adjusted rate (Males) per 100,000","Age-adjusted rate per 100,000",Average annual number,Average annual number (Females),Average annual number (Males),Type
2007-2011,Subboro,32,5,Stuyvesant Town/Turtle Bay,22.1,33,26.9,47.2,22.4,24.8,Non-Hodgkin's Lymphomas
2007-2011,Subboro,33,5,Upper West Side,22.9,33.2,27.2,65.6,31.6,34,Non-Hodgkin's Lymphomas
2007-2011,Subboro,34,5,Upper East Side,20.5,30.9,24.9,70.8,34,36.8,Non-Hodgkin's Lymphomas
2007-2011,Subboro,35,5,Morningside Heights/Hamilton Heights,13.9,23.9,18.1,21.2,9.2,12,Non-Hodgkin's Lymphomas
2007-2011,Subboro,36,5,Central Harlem,13.5,22.2,17.4,19.6,8.8,10.8,Non-Hodgkin's Lymphomas
2007-2011,Subboro,37,5,East Harlem,14.1,22.7,17.3,20,9.2,10.8,Non-Hodgkin's Lymphomas
2007-2011,Subboro,38,5,Washington Heights/Inwood,13.7,26.6,19.2,38.8,16.4,22.4,Non-Hodgkin's Lymphomas
2007-2011,Subboro,39,5,Astoria,17.7,23.9,20.5,35,17.4,17.6,Non-Hodgkin's Lymphomas
2007-2011,Subboro,40,5,Sunnyside/Woodside,11.6,21.7,16,20.4,7.8,12.6,Non-Hodgkin's Lymphomas
2007-2011,Subboro,41,5,Jackson Heights,12.9,19.7,15.7,25.8,11.8,14,Non-Hodgkin's Lymphomas
2007-2011,Subboro,42,5,Elmhurst/Corona,12,15.1,13.4,17.6,8.4,9.2,Non-Hodgkin's Lymphomas
2007-2011,Subboro,43,5,Middle Village/Ridgewood,15.7,18.1,16.7,29.8,15.4,14.4,Non-Hodgkin's Lymphomas
2007-2011,Subboro,44,5,Forest Hills/Rego Park,18.7,24.8,21.3,33.8,18,15.8,Non-Hodgkin's Lymphomas
2007-2011,Subboro,45,5,Flushing/Whitestone,16.4,20.7,18.3,58.8,30.2,28.6,Non-Hodgkin's Lymphomas
2007-2011,Subboro,46,5,Hillcrest/Fresh Meadows,13.2,26.5,19,32.2,12.6,19.6,Non-Hodgkin's Lymphomas
2007-2011,Subboro,47,5,Kew Gardens/Woodhaven,18.9,23.5,21,26.6,12.8,13.8,Non-Hodgkin's Lymphomas
2007-2011,Subboro,48,5,Howard Beach/South Ozone Park,17.5,19.9,18.6,24,12.6,11.4,Non-Hodgkin's Lymphomas
2007-2011,Subboro,49,5,Bayside/Little Neck,20.9,26.9,23.4,35.6,17.6,18,Non-Hodgkin's Lymphomas
2007-2011,Subboro,50,5,Jamaica,13.1,20.8,16.1,35,16.6,18.4,Non-Hodgkin's Lymphomas
2007-2011,Subboro,51,5,Bellerose/Rosedale,16.3,17.2,16.4,35.8,20.6,15.2,Non-Hodgkin's Lymphomas
2007-2011,Subboro,52,5,Rockaways,16.9,23.2,19.3,23.2,11.4,11.8,Non-Hodgkin's Lymphomas
2007-2011,Subboro,53,5,North Shore,16.6,20.1,18.2,30.4,15.4,15,Non-Hodgkin's Lymphomas
2007-2011,Subboro,54,5,Mid Island,19.3,30,23.3,37,17,20,Non-Hodgkin's Lymphomas
2007-2011,Subboro,55,5,South Shore,25,27.8,26.2,44.8,23.2,21.6,Non-Hodgkin's Lymphomas
2007-2011,UHF42,101,4,Kingsbridge - Riverdale,17.7,22.7,20.2,24.6,14,10.6,Non-Hodgkin's Lymphomas
2007-2011,UHF42,102,4,Northeast Bronx,13.7,19.4,16.1,35,18,17,Non-Hodgkin's Lymphomas
2007-2011,UHF42,103,4,Fordham - Bronx Pk,17,25.1,20.8,44.2,20.2,24,Non-Hodgkin's Lymphomas
2007-2011,UHF42,104,4,Pelham - Throgs Neck,16.2,26,20.5,63.2,29.4,33.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,105,4,Crotona -Tremont,17.6,24.6,20.8,33.2,15.6,17.6,Non-Hodgkin's Lymphomas
2007-2011,UHF42,106,4,High Bridge - Morrisania,18,29.1,22.4,36.6,17,19.6,Non-Hodgkin's Lymphomas
2007-2011,UHF42,107,4,Hunts Point - Mott Haven,13.9,22.4,18.2,19.8,8,11.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,201,4,Greenpoint,17.4,15.2,16.8,19.8,11,8.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,202,4,Downtown - Heights - Slope,12.6,22.7,17.2,38.6,16,22.6,Non-Hodgkin's Lymphomas
2007-2011,UHF42,203,4,Bedford Stuyvesant - Crown Heights,14.1,21.5,17.4,51.4,24.8,26.6,Non-Hodgkin's Lymphomas
2007-2011,UHF42,204,4,East New York,13.7,25.3,18.5,28.8,12.4,16.4,Non-Hodgkin's Lymphomas
2007-2011,UHF42,205,4,Sunset Park,13.6,21.2,16.9,18.4,8,10.4,Non-Hodgkin's Lymphomas
2007-2011,UHF42,206,4,Borough Park,17.1,22.4,19.5,66.8,33.6,33.2,Non-Hodgkin's Lymphomas
2007-2011,UHF42,207,4,East Flatbush - Flatbush,14.1,17.1,15.3,47.4,26,21.4,Non-Hodgkin's Lymphomas
2007-2011,UHF42,208,4,Canarsie - Flatlands,14.4,22.4,17.7,38,18,20,Non-Hodgkin's Lymphomas
2007-2011,UHF42,209,4,Bensonhurst - Bay Ridge,17.3,24.8,20.5,53.8,26.8,27,Non-Hodgkin's Lymphomas
2007-2011,UHF42,210,4,Coney Island - Sheepshead Bay,17.9,25.6,21.3,84.8,42.2,42.6,Non-Hodgkin's Lymphomas
2007-2011,UHF42,211,4,Williamsburg - Bushwick,13.6,20.6,16.7,28.4,13.4,15,Non-Hodgkin's Lymphomas
2007-2011,UHF42,301,4,Washington Heights,12,24.3,17.3,44.6,18,26.6,Non-Hodgkin's Lymphomas
2007-2011,UHF42,302,4,Central Harlem - Morningside Heights,13.1,22.8,17.4,26.8,11.8,15,Non-Hodgkin's Lymphomas
2007-2011,UHF42,303,4,East Harlem,12.6,21.5,15.9,17.4,7.6,9.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,304,4,Upper West Side,22.9,32,26.7,70.8,34.6,36.2,Non-Hodgkin's Lymphomas
2007-2011,UHF42,305,4,Upper East Side,21.3,32.1,25.8,68.6,32.8,35.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,306,4,Chelsea - Clinton,14.9,31.4,23.3,36.4,12,24.4,Non-Hodgkin's Lymphomas
2007-2011,UHF42,307,4,Gramercy Park - Murray Hill,20,33,25.6,43.4,19.6,23.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,308,4,Greenwich Village - SoHo,20.5,25.1,22.7,21.2,10.4,10.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,309,4,Union Square - Lower East Side,16.8,24.7,20.1,46.4,21.6,24.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,310,4,Lower Manhattan,18.7,31.1,23.6,10.8,4.6,6.2,Non-Hodgkin's Lymphomas
2007-2011,UHF42,401,4,Long Island City - Astoria,14.6,19.4,16.6,37.6,18.4,19.2,Non-Hodgkin's Lymphomas
2007-2011,UHF42,402,4,West Queens,12,18.8,15,68.8,30,38.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,403,4,Flushing - Clearview,16.5,20.9,18.4,61.6,31.6,30,Non-Hodgkin's Lymphomas
2007-2011,UHF42,404,4,Bayside - Little Neck,18,24.6,20.7,26.2,12.8,13.4,Non-Hodgkin's Lymphomas
2007-2011,UHF42,405,4,Ridgewood - Forest Hills,16.1,20.2,17.7,56.2,29.2,27,Non-Hodgkin's Lymphomas
2007-2011,UHF42,406,4,Fresh Meadows,17.4,23.7,20.1,23,11.2,11.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,407,4,Southwest Queens,16.8,21.1,18.7,51.6,25.4,26.2,Non-Hodgkin's Lymphomas
2007-2011,UHF42,408,4,Jamaica,11.2,21.9,15.5,46.4,19,27.4,Non-Hodgkin's Lymphomas
2007-2011,UHF42,409,4,Southeast Queens,15.8,16.7,16,36.4,20.6,15.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,410,4,Rockaways,15.8,22.9,18.6,22.6,11,11.6,Non-Hodgkin's Lymphomas
2007-2011,UHF42,501,4,Port Richmond,20.8,20.6,20.5,13,7.2,5.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,502,4,Stapleton - St. George,16.3,25.2,19.9,27.2,12.4,14.8,Non-Hodgkin's Lymphomas
2007-2011,UHF42,503,4,Willowbrook,16.2,23.1,18.9,20.2,10,10.2,Non-Hodgkin's Lymphomas
2007-2011,UHF42,504,4,South Beach - Tottenville,22.8,26.2,24.2,50.6,25.8,24.8,Non-Hodgkin's Lymphomas
2007-2011,Borough,1,1,Bronx,16.6,24.9,20.3,258.2,121.8,136.4,Non-Hodgkin's Lymphomas
2007-2011,Borough,2,1,Brooklyn,16.6,23.8,19.7,479.6,234.2,245.4,Non-Hodgkin's Lymphomas
2007-2011,Borough,3,1,Manhattan,18.2,29.3,23.1,393,176.8,216.2,Non-Hodgkin's Lymphomas
2007-2011,Borough,4,1,Queens,15.9,21.7,18.3,434.6,213.6,221,Non-Hodgkin's Lymphomas
2007-2011,Borough,5,1,Staten Island,20.4,26.1,22.7,112.2,55.6,56.6,Non-Hodgkin's Lymphomas
2007-2011,Citywide,1,0,New York City,17,24.7,20.3,1677.6,802,875.6,Non-Hodgkin's Lymphomas
2006-2010,Subboro,1,5,Mott Haven/Hunts Point,15.5,29.1,21.6,26,10.2,15.8,Non-Hodgkin's Lymphomas
2006-2010,Subboro,2,5,Morrisania/East Tremont,16.1,27.5,20.9,25.6,11.2,14.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,3,5,Highbridge/South Concourse,13.1,25.7,18.6,21.4,8.4,13,Non-Hodgkin's Lymphomas
2006-2010,Subboro,4,5,University Heights/Fordham,17.8,22,19.5,19.8,10.2,9.6,Non-Hodgkin's Lymphomas
2006-2010,Subboro,5,5,Kingsbridge Heights/Mosholu,14.7,25.9,19.6,21,8.4,12.6,Non-Hodgkin's Lymphomas
2006-2010,Subboro,6,5,Riverdale/Kingsbridge,18.3,28,22.6,29.4,15,14.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,7,5,Soundview/Parkchester,15.3,25.3,19.5,32.4,14.4,18,Non-Hodgkin's Lymphomas
2006-2010,Subboro,8,5,Throgs Neck/Co-op City,17.2,24.9,20.6,31.2,16.4,14.8,Non-Hodgkin's Lymphomas
2006-2010,Subboro,9,5,Pelham Parkway,15.7,28.3,21.3,27.6,11.6,16,Non-Hodgkin's Lymphomas
2006-2010,Subboro,10,5,Williamsbridge/Baychester,19.7,18.5,19.4,25.4,15.2,10.2,Non-Hodgkin's Lymphomas
2006-2010,Subboro,11,5,Williamsburg/Greenpoint,19.2,18.1,19.1,22.6,12.6,10,Non-Hodgkin's Lymphomas
2006-2010,Subboro,12,5,Brooklyn Heights/Fort Greene,13.3,22.8,17.4,19,8.4,10.6,Non-Hodgkin's Lymphomas
2006-2010,Subboro,13,5,Bedford Stuyvesant,13.3,22,17,17.8,8.2,9.6,Non-Hodgkin's Lymphomas
2006-2010,Subboro,14,5,Bushwick,16.8,26.2,21.1,20.2,9,11.2,Non-Hodgkin's Lymphomas
2006-2010,Subboro,15,5,East New York/Starret City,13.8,26.5,18.6,24.6,11,13.6,Non-Hodgkin's Lymphomas
2006-2010,Subboro,16,5,Park Slope/Carroll Gardens,14.7,27.7,20.7,19.4,7.8,11.6,Non-Hodgkin's Lymphomas
2006-2010,Subboro,17,5,Sunset Park,16.4,25.3,20.2,24.4,11,13.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,18,5,N. Crown Heights/Prospect Heights,13.4,22.7,17.8,19.6,8.6,11,Non-Hodgkin's Lymphomas
2006-2010,Subboro,19,5,South Crown Heights,14.7,16.6,15.5,16.6,9.4,7.2,Non-Hodgkin's Lymphomas
2006-2010,Subboro,20,5,Bay Ridge,16.1,27,20.8,29.4,13,16.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,21,5,Bensonhurst,18,22.9,20.4,43.2,22.4,20.8,Non-Hodgkin's Lymphomas
2006-2010,Subboro,22,5,Borough Park,19.5,24.1,21.7,31.6,16.2,15.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,23,5,Coney Island,17.3,25.9,21,36,18,18,Non-Hodgkin's Lymphomas
2006-2010,Subboro,24,5,Flatbush,16.2,26.9,20.7,32,14.6,17.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,25,5,Sheepshead Bay/Gravesend,16.5,23.8,19.9,37.2,18.2,19,Non-Hodgkin's Lymphomas
2006-2010,Subboro,26,5,Brownsville/Ocean Hill,12.4,18.4,14.8,14.8,7.4,7.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,27,5,East Flatbush,12.8,13,13,18.6,10.6,8,Non-Hodgkin's Lymphomas
2006-2010,Subboro,28,5,Flatlands/Canarsie,16.7,20.8,18.4,35.8,19.2,16.6,Non-Hodgkin's Lymphomas
2006-2010,Subboro,29,5,Greenwich Village/Financial District,21.8,27.5,24.8,32.2,15.4,16.8,Non-Hodgkin's Lymphomas
2006-2010,Subboro,30,5,Lower East Side/Chinatown,16.5,25.2,20.1,37,16.8,20.2,Non-Hodgkin's Lymphomas
2006-2010,Subboro,31,5,Chelsea/Clinton/Midtown,16.5,34.2,25.8,37.2,12.2,25,Non-Hodgkin's Lymphomas
2006-2010,Subboro,32,5,Stuyvesant Town/Turtle Bay,21.4,34,26.9,47,21.4,25.6,Non-Hodgkin's Lymphomas
2006-2010,Subboro,33,5,Upper West Side,22.1,32.9,26.6,63.8,30.6,33.2,Non-Hodgkin's Lymphomas
2006-2010,Subboro,34,5,Upper East Side,20.7,31.3,25.1,69.8,33.2,36.6,Non-Hodgkin's Lymphomas
2006-2010,Subboro,35,5,Morningside Heights/Hamilton Heights,14.3,26.5,19.6,23,9.6,13.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,36,5,Central Harlem,11.7,22.7,16.7,19,7.6,11.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,37,5,East Harlem,15.2,21.3,17.5,20,9.8,10.2,Non-Hodgkin's Lymphomas
2006-2010,Subboro,38,5,Washington Heights/Inwood,13.7,26.6,19.2,38.4,16.2,22.2,Non-Hodgkin's Lymphomas
2006-2010,Subboro,39,5,Astoria,17.4,23,20.1,34.2,17,17.2,Non-Hodgkin's Lymphomas
2006-2010,Subboro,40,5,Sunnyside/Woodside,12.7,20.8,16.1,20,8.6,11.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,41,5,Jackson Heights,13.3,21,16.4,26.4,11.8,14.6,Non-Hodgkin's Lymphomas
2006-2010,Subboro,42,5,Elmhurst/Corona,11.8,19.1,15.2,19.8,8,11.8,Non-Hodgkin's Lymphomas
2006-2010,Subboro,43,5,Middle Village/Ridgewood,17.8,15,16.6,29.4,17.6,11.8,Non-Hodgkin's Lymphomas
2006-2010,Subboro,44,5,Forest Hills/Rego Park,16.3,24.7,19.7,31.6,15.6,16,Non-Hodgkin's Lymphomas
2006-2010,Subboro,45,5,Flushing/Whitestone,15.2,21.4,17.9,56,27.2,28.8,Non-Hodgkin's Lymphomas
2006-2010,Subboro,46,5,Hillcrest/Fresh Meadows,12.6,27.1,18.9,31.8,12,19.8,Non-Hodgkin's Lymphomas
2006-2010,Subboro,47,5,Kew Gardens/Woodhaven,18.7,21.7,19.9,24.8,12.8,12,Non-Hodgkin's Lymphomas
2006-2010,Subboro,48,5,Howard Beach/South Ozone Park,17.5,23.6,20.3,25.8,12.4,13.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,49,5,Bayside/Little Neck,19.8,24.9,21.7,33,16.6,16.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,50,5,Jamaica,12.9,21.6,16.3,34.8,16,18.8,Non-Hodgkin's Lymphomas
2006-2010,Subboro,51,5,Bellerose/Rosedale,15,16.4,15.5,33.2,18.8,14.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,52,5,Rockaways,14.9,22.6,18.1,21.4,10,11.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,53,5,North Shore,15.9,19.6,17.7,29,14.6,14.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,54,5,Mid Island,18.4,30.8,23.3,36.2,15.8,20.4,Non-Hodgkin's Lymphomas
2006-2010,Subboro,55,5,South Shore,26.1,31.8,28.5,47.8,23.8,24,Non-Hodgkin's Lymphomas
2006-2010,UHF42,101,4,Kingsbridge - Riverdale,17,27,21.5,25.8,13.2,12.6,Non-Hodgkin's Lymphomas
2006-2010,UHF42,102,4,Northeast Bronx,16.9,19.9,18.2,38.8,21.6,17.2,Non-Hodgkin's Lymphomas
2006-2010,UHF42,103,4,Fordham - Bronx Pk,17.1,25.5,20.9,43.8,19.8,24,Non-Hodgkin's Lymphomas
2006-2010,UHF42,104,4,Pelham - Throgs Neck,15.8,26.4,20.4,62.8,28.4,34.4,Non-Hodgkin's Lymphomas
2006-2010,UHF42,105,4,Crotona -Tremont,18,22.9,20.2,32.2,16,16.2,Non-Hodgkin's Lymphomas
2006-2010,UHF42,106,4,High Bridge - Morrisania,15,28.4,20.5,33.6,14.2,19.4,Non-Hodgkin's Lymphomas
2006-2010,UHF42,107,4,Hunts Point - Mott Haven,14.1,28.8,20.8,22.4,8.2,14.2,Non-Hodgkin's Lymphomas
2006-2010,UHF42,201,4,Greenpoint,16.8,15.6,16.6,19.4,10.8,8.6,Non-Hodgkin's Lymphomas
2006-2010,UHF42,202,4,Downtown - Heights - Slope,12.1,22.6,16.8,36.8,15,21.8,Non-Hodgkin's Lymphomas
2006-2010,UHF42,203,4,Bedford Stuyvesant - Crown Heights,13.8,19.6,16.4,48.4,24.2,24.2,Non-Hodgkin's Lymphomas
2006-2010,UHF42,204,4,East New York,12.4,23.7,17,26,11,15,Non-Hodgkin's Lymphomas
2006-2010,UHF42,205,4,Sunset Park,14.5,24.7,18.7,20,8.4,11.6,Non-Hodgkin's Lymphomas
2006-2010,UHF42,206,4,Borough Park,17.8,22.5,19.9,67.2,34.6,32.6,Non-Hodgkin's Lymphomas
2006-2010,UHF42,207,4,East Flatbush - Flatbush,14.1,17.9,15.6,47.6,25.6,22,Non-Hodgkin's Lymphomas
2006-2010,UHF42,208,4,Canarsie - Flatlands,14.9,20.8,17.2,36.8,18.4,18.4,Non-Hodgkin's Lymphomas
2006-2010,UHF42,209,4,Bensonhurst - Bay Ridge,15.4,23.5,19.1,49.8,24.2,25.6,Non-Hodgkin's Lymphomas
2006-2010,UHF42,210,4,Coney Island - Sheepshead Bay,16.2,25.1,20.2,79.8,38.4,41.4,Non-Hodgkin's Lymphomas
2006-2010,UHF42,211,4,Williamsburg - Bushwick,14.3,21.6,17.5,29.2,13.6,15.6,Non-Hodgkin's Lymphomas
2006-2010,UHF42,301,4,Washington Heights,13,24.6,18,46.4,19.4,27,Non-Hodgkin's Lymphomas
2006-2010,UHF42,302,4,Central Harlem - Morningside Heights,12.4,24,17.5,27,11,16,Non-Hodgkin's Lymphomas
2006-2010,UHF42,303,4,East Harlem,13.8,19.6,16,17.6,8.4,9.2,Non-Hodgkin's Lymphomas
2006-2010,UHF42,304,4,Upper West Side,21.4,32.4,26,68.6,32.6,36,Non-Hodgkin's Lymphomas
2006-2010,UHF42,305,4,Upper East Side,21,32.9,25.9,68.4,32,36.4,Non-Hodgkin's Lymphomas
2006-2010,UHF42,306,4,Chelsea - Clinton,15.4,31.6,23.7,36.2,12.2,24,Non-Hodgkin's Lymphomas
2006-2010,UHF42,307,4,Gramercy Park - Murray Hill,20,35.8,26.7,44.6,19.2,25.4,Non-Hodgkin's Lymphomas
2006-2010,UHF42,308,4,Greenwich Village - SoHo,18.3,21.8,20.2,18.8,9.2,9.6,Non-Hodgkin's Lymphomas
2006-2010,UHF42,309,4,Union Square - Lower East Side,16.5,23.6,19.6,44.8,21.2,23.6,Non-Hodgkin's Lymphomas
2006-2010,UHF42,310,4,Lower Manhattan,16.6,27.9,21.1,9.4,4,5.4,Non-Hodgkin's Lymphomas
2006-2010,UHF42,401,4,Long Island City - Astoria,15,19.4,17,38,18.6,19.4,Non-Hodgkin's Lymphomas
2006-2010,UHF42,402,4,West Queens,12.5,19.7,15.7,70.2,30.6,39.6,Non-Hodgkin's Lymphomas
2006-2010,UHF42,403,4,Flushing - Clearview,15.3,21,17.7,58.2,28.6,29.6,Non-Hodgkin's Lymphomas
2006-2010,UHF42,404,4,Bayside - Little Neck,18.2,22.6,19.8,25.2,13,12.2,Non-Hodgkin's Lymphomas
2006-2010,UHF42,405,4,Ridgewood - Forest Hills,15.7,19.1,17,54,28.6,25.4,Non-Hodgkin's Lymphomas
2006-2010,UHF42,406,4,Fresh Meadows,15.9,24.7,19.7,22,10,12,Non-Hodgkin's Lymphomas
2006-2010,UHF42,407,4,Southwest Queens,17,22.3,19.3,51.8,25.2,26.6,Non-Hodgkin's Lymphomas
2006-2010,UHF42,408,4,Jamaica,10.5,22,15.2,45.2,17.8,27.4,Non-Hodgkin's Lymphomas
2006-2010,UHF42,409,4,Southeast Queens,14.7,16.9,15.6,35,19.2,15.8,Non-Hodgkin's Lymphomas
2006-2010,UHF42,410,4,Rockaways,13.7,22.6,17.4,21.2,9.8,11.4,Non-Hodgkin's Lymphomas
2006-2010,UHF42,501,4,Port Richmond,18.3,22.5,20.1,12.4,6.2,6.2,Non-Hodgkin's Lymphomas
2006-2010,UHF42,502,4,Stapleton - St. George,16.8,25.8,20.6,27.4,12.6,14.8,Non-Hodgkin's Lymphomas
2006-2010,UHF42,503,4,Willowbrook,16.1,22.8,18.8,19.6,9.8,9.8,Non-Hodgkin's Lymphomas
2006-2010,UHF42,504,4,South Beach - Tottenville,22.9,29.8,25.7,53,25.6,27.4,Non-Hodgkin's Lymphomas
2006-2010,Borough,1,1,Bronx,16.7,25.8,20.7,260.2,121,139.2,Non-Hodgkin's Lymphomas
2006-2010,Borough,2,1,Brooklyn,16.2,23.3,19.3,463.4,225.6,237.8,Non-Hodgkin's Lymphomas
2006-2010,Borough,3,1,Manhattan,17.9,29.6,23,388,172.8,215.2,Non-Hodgkin's Lymphomas
2006-2010,Borough,4,1,Queens,15.4,21.8,18.1,423,204.8,218.2,Non-Hodgkin's Lymphomas
2006-2010,Borough,5,1,Staten Island,20.2,27.6,23.3,113,54.2,58.8,Non-Hodgkin's Lymphomas
2006-2010,Citywide,1,0,New York City,16.7,24.9,20.2,1647.6,778.4,869.2,Non-Hodgkin's Lymphomas
2005-2009,Subboro,1,5,Mott Haven/Hunts Point,16,25.1,20.3,23.8,10.2,13.6,Non-Hodgkin's Lymphomas
2005-2009,Subboro,2,5,Morrisania/East Tremont,17.7,26.9,21.4,25.4,12,13.4,Non-Hodgkin's Lymphomas
2005-2009,Subboro,3,5,Highbridge/South Concourse,13,25.3,18.3,21.2,8.4,12.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,4,5,University Heights/Fordham,18.8,20.5,19.6,19.4,10.4,9,Non-Hodgkin's Lymphomas
2005-2009,Subboro,5,5,Kingsbridge Heights/Mosholu,15.2,23.2,18.5,19.8,9,10.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,6,5,Riverdale/Kingsbridge,17,29.1,22.5,29,14.2,14.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,7,5,Soundview/Parkchester,15.7,24.8,19.6,32.4,14.6,17.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,8,5,Throgs Neck/Co-op City,17.4,25.7,20.8,30.8,15.8,15,Non-Hodgkin's Lymphomas
2005-2009,Subboro,9,5,Pelham Parkway,18.1,26.4,21.8,28.2,13.4,14.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,10,5,Williamsbridge/Baychester,19.4,19.8,19.9,25.8,14.6,11.2,Non-Hodgkin's Lymphomas
2005-2009,Subboro,11,5,Williamsburg/Greenpoint,19.7,20.5,20.4,24,13,11,Non-Hodgkin's Lymphomas
2005-2009,Subboro,12,5,Brooklyn Heights/Fort Greene,13.4,20.4,16.3,17.8,8.4,9.4,Non-Hodgkin's Lymphomas
2005-2009,Subboro,13,5,Bedford Stuyvesant,13.5,24.2,17.8,18.6,8.4,10.2,Non-Hodgkin's Lymphomas
2005-2009,Subboro,14,5,Bushwick,13.4,24.5,18.2,17,7,10,Non-Hodgkin's Lymphomas
2005-2009,Subboro,15,5,East New York/Starret City,14,27.7,19.2,25,10.8,14.2,Non-Hodgkin's Lymphomas
2005-2009,Subboro,16,5,Park Slope/Carroll Gardens,14.3,31,21.2,19.6,7.6,12,Non-Hodgkin's Lymphomas
2005-2009,Subboro,17,5,Sunset Park,15.6,25.7,19.7,23.8,10.4,13.4,Non-Hodgkin's Lymphomas
2005-2009,Subboro,18,5,N. Crown Heights/Prospect Heights,13.1,23.6,17.8,20,8.6,11.4,Non-Hodgkin's Lymphomas
2005-2009,Subboro,19,5,South Crown Heights,15.9,18.7,17,17.8,10,7.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,20,5,Bay Ridge,17.4,25.9,21,29.6,13.8,15.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,21,5,Bensonhurst,19,20.8,20,42,23.2,18.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,22,5,Borough Park,20,24.3,22.1,32,16.6,15.4,Non-Hodgkin's Lymphomas
2005-2009,Subboro,23,5,Coney Island,19.8,25.7,22.3,37.2,19.4,17.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,24,5,Flatbush,16.9,27.5,21.4,33,15.2,17.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,25,5,Sheepshead Bay/Gravesend,16.6,24.3,20.3,37.4,17.8,19.6,Non-Hodgkin's Lymphomas
2005-2009,Subboro,26,5,Brownsville/Ocean Hill,12.9,19.9,15.3,14.8,7.6,7.2,Non-Hodgkin's Lymphomas
2005-2009,Subboro,27,5,East Flatbush,13.3,13.5,13.5,19,10.8,8.2,Non-Hodgkin's Lymphomas
2005-2009,Subboro,28,5,Flatlands/Canarsie,17,23.4,19.5,37.6,19.4,18.2,Non-Hodgkin's Lymphomas
2005-2009,Subboro,29,5,Greenwich Village/Financial District,23.9,30.6,27.6,35.6,16.8,18.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,30,5,Lower East Side/Chinatown,14.6,23.5,18.7,33.8,15,18.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,31,5,Chelsea/Clinton/Midtown,16,30.7,24,34.4,11.8,22.6,Non-Hodgkin's Lymphomas
2005-2009,Subboro,32,5,Stuyvesant Town/Turtle Bay,19.2,36.1,26.5,45.6,19.4,26.2,Non-Hodgkin's Lymphomas
2005-2009,Subboro,33,5,Upper West Side,21.8,33.2,26.7,62.6,29.4,33.2,Non-Hodgkin's Lymphomas
2005-2009,Subboro,34,5,Upper East Side,22.1,30.8,25.8,70.4,34.6,35.8,Non-Hodgkin's Lymphomas
2005-2009,Subboro,35,5,Morningside Heights/Hamilton Heights,14.6,26.8,19.9,23.6,10,13.6,Non-Hodgkin's Lymphomas
2005-2009,Subboro,36,5,Central Harlem,14.7,22.8,18.5,20.8,9.4,11.4,Non-Hodgkin's Lymphomas
2005-2009,Subboro,37,5,East Harlem,16.4,22.1,18.6,21,10.6,10.4,Non-Hodgkin's Lymphomas
2005-2009,Subboro,38,5,Washington Heights/Inwood,14.4,25.5,19.2,38.2,16.8,21.4,Non-Hodgkin's Lymphomas
2005-2009,Subboro,39,5,Astoria,18,23.4,20.3,34.4,17.4,17,Non-Hodgkin's Lymphomas
2005-2009,Subboro,40,5,Sunnyside/Woodside,10.7,20.3,14.6,18.2,7.2,11,Non-Hodgkin's Lymphomas
