REF_DATE,GEO,DGUID,Statistics (3),Knowledge of languages (324),Single and multiple responses of knowledge of languages (3),SCALAR_FACTOR,SCALAR_ID,COORDINATE,VALUE
2021,Ontario,2021A000235,Count,Malayalam,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.157.1,48020
2021,Ontario,2021A000235,Count,Malayalam,Single responses of knowledge of languages,units,0,56.1.1.1.157.2,965
2021,Ontario,2021A000235,Count,Malayalam,Multiple responses of knowledge of languages,units,0,56.1.1.1.157.3,47060
2021,Ontario,2021A000235,Count,Tamil,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.158.1,192890
2021,Ontario,2021A000235,Count,Tamil,Single responses of knowledge of languages,units,0,56.1.1.1.158.2,9635
2021,Ontario,2021A000235,Count,Tamil,Multiple responses of knowledge of languages,units,0,56.1.1.1.158.3,183255
2021,Ontario,2021A000235,Count,Telugu,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.159.1,38190
2021,Ontario,2021A000235,Count,Telugu,Single responses of knowledge of languages,units,0,56.1.1.1.159.2,600
2021,Ontario,2021A000235,Count,Telugu,Multiple responses of knowledge of languages,units,0,56.1.1.1.159.3,37595
2021,Ontario,2021A000235,Count,Tulu,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.160.1,1225
2021,Ontario,2021A000235,Count,Tulu,Multiple responses of knowledge of languages,units,0,56.1.1.1.160.3,1225
2021,Ontario,2021A000235,Count,"Dravidian languages, n.i.e.",Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.161.1,685
2021,Ontario,2021A000235,Count,"Dravidian languages, n.i.e.",Multiple responses of knowledge of languages,units,0,56.1.1.1.161.3,685
2021,Ontario,2021A000235,Count,Georgian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.162.1,2170
2021,Ontario,2021A000235,Count,Georgian,Single responses of knowledge of languages,units,0,56.1.1.1.162.2,75
2021,Ontario,2021A000235,Count,Georgian,Multiple responses of knowledge of languages,units,0,56.1.1.1.162.3,2100
2021,Ontario,2021A000235,Count,Hmong-Mien languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.163.1,550
2021,Ontario,2021A000235,Count,Hmong-Mien languages,Single responses of knowledge of languages,units,0,56.1.1.1.163.2,25
2021,Ontario,2021A000235,Count,Hmong-Mien languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.163.3,525
2021,Ontario,2021A000235,Count,Indo-European languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.164.1,2941405
2021,Ontario,2021A000235,Count,Indo-European languages,Single responses of knowledge of languages,units,0,56.1.1.1.164.2,126290
2021,Ontario,2021A000235,Count,Indo-European languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.164.3,2815110
2021,Ontario,2021A000235,Count,Albanian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.165.1,26720
2021,Ontario,2021A000235,Count,Albanian,Single responses of knowledge of languages,units,0,56.1.1.1.165.2,1400
2021,Ontario,2021A000235,Count,Albanian,Multiple responses of knowledge of languages,units,0,56.1.1.1.165.3,25320
2021,Ontario,2021A000235,Count,Armenian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.166.1,19610
2021,Ontario,2021A000235,Count,Armenian,Single responses of knowledge of languages,units,0,56.1.1.1.166.2,245
2021,Ontario,2021A000235,Count,Armenian,Multiple responses of knowledge of languages,units,0,56.1.1.1.166.3,19365
2021,Ontario,2021A000235,Count,Balto-Slavic languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.167.1,470085
2021,Ontario,2021A000235,Count,Balto-Slavic languages,Single responses of knowledge of languages,units,0,56.1.1.1.167.2,15210
2021,Ontario,2021A000235,Count,Balto-Slavic languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.167.3,454870
2021,Ontario,2021A000235,Count,Baltic languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.168.1,9715
2021,Ontario,2021A000235,Count,Baltic languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.168.3,9710
2021,Ontario,2021A000235,Count,Latvian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.169.1,4215
2021,Ontario,2021A000235,Count,Latvian,Multiple responses of knowledge of languages,units,0,56.1.1.1.169.3,4215
2021,Ontario,2021A000235,Count,Lithuanian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.170.1,5525
2021,Ontario,2021A000235,Count,Lithuanian,Multiple responses of knowledge of languages,units,0,56.1.1.1.170.3,5515
2021,Ontario,2021A000235,Count,Slavic languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.171.1,462520
2021,Ontario,2021A000235,Count,Slavic languages,Single responses of knowledge of languages,units,0,56.1.1.1.171.2,15200
2021,Ontario,2021A000235,Count,Slavic languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.171.3,447320
2021,Ontario,2021A000235,Count,Belarusian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.172.1,1635
2021,Ontario,2021A000235,Count,Belarusian,Single responses of knowledge of languages,units,0,56.1.1.1.172.2,10
2021,Ontario,2021A000235,Count,Belarusian,Multiple responses of knowledge of languages,units,0,56.1.1.1.172.3,1625
2021,Ontario,2021A000235,Count,Bulgarian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.173.1,11310
2021,Ontario,2021A000235,Count,Bulgarian,Single responses of knowledge of languages,units,0,56.1.1.1.173.2,260
2021,Ontario,2021A000235,Count,Bulgarian,Multiple responses of knowledge of languages,units,0,56.1.1.1.173.3,11045
2021,Ontario,2021A000235,Count,Czech,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.174.1,13130
2021,Ontario,2021A000235,Count,Czech,Single responses of knowledge of languages,units,0,56.1.1.1.174.2,135
2021,Ontario,2021A000235,Count,Czech,Multiple responses of knowledge of languages,units,0,56.1.1.1.174.3,12990
2021,Ontario,2021A000235,Count,Macedonian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.175.1,21065
2021,Ontario,2021A000235,Count,Macedonian,Single responses of knowledge of languages,units,0,56.1.1.1.175.2,365
2021,Ontario,2021A000235,Count,Macedonian,Multiple responses of knowledge of languages,units,0,56.1.1.1.175.3,20700
2021,Ontario,2021A000235,Count,Polish,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.176.1,134980
2021,Ontario,2021A000235,Count,Polish,Single responses of knowledge of languages,units,0,56.1.1.1.176.2,4290
2021,Ontario,2021A000235,Count,Polish,Multiple responses of knowledge of languages,units,0,56.1.1.1.176.3,130690
2021,Ontario,2021A000235,Count,Russian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.177.1,155340
2021,Ontario,2021A000235,Count,Russian,Single responses of knowledge of languages,units,0,56.1.1.1.177.2,6345
2021,Ontario,2021A000235,Count,Russian,Multiple responses of knowledge of languages,units,0,56.1.1.1.177.3,148995
2021,Ontario,2021A000235,Count,Rusyn,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.178.1,295
2021,Ontario,2021A000235,Count,Rusyn,Multiple responses of knowledge of languages,units,0,56.1.1.1.178.3,290
2021,Ontario,2021A000235,Count,Serbo-Croatian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.179.1,102885
2021,Ontario,2021A000235,Count,Serbo-Croatian,Single responses of knowledge of languages,units,0,56.1.1.1.179.2,2630
2021,Ontario,2021A000235,Count,Serbo-Croatian,Multiple responses of knowledge of languages,units,0,56.1.1.1.179.3,100260
2021,Ontario,2021A000235,Count,Bosnian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.180.1,13895
2021,Ontario,2021A000235,Count,Bosnian,Single responses of knowledge of languages,units,0,56.1.1.1.180.2,325
2021,Ontario,2021A000235,Count,Bosnian,Multiple responses of knowledge of languages,units,0,56.1.1.1.180.3,13570
2021,Ontario,2021A000235,Count,Croatian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.181.1,48075
2021,Ontario,2021A000235,Count,Croatian,Single responses of knowledge of languages,units,0,56.1.1.1.181.2,630
2021,Ontario,2021A000235,Count,Croatian,Multiple responses of knowledge of languages,units,0,56.1.1.1.181.3,47450
2021,Ontario,2021A000235,Count,Serbian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.182.1,58045
2021,Ontario,2021A000235,Count,Serbian,Single responses of knowledge of languages,units,0,56.1.1.1.182.2,1670
2021,Ontario,2021A000235,Count,Serbian,Multiple responses of knowledge of languages,units,0,56.1.1.1.182.3,56375
2021,Ontario,2021A000235,Count,"Serbo-Croatian, n.i.e.",Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.183.1,1850
2021,Ontario,2021A000235,Count,"Serbo-Croatian, n.i.e.",Single responses of knowledge of languages,units,0,56.1.1.1.183.2,10
2021,Ontario,2021A000235,Count,"Serbo-Croatian, n.i.e.",Multiple responses of knowledge of languages,units,0,56.1.1.1.183.3,1845
2021,Ontario,2021A000235,Count,Slovak,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.184.1,11725
2021,Ontario,2021A000235,Count,Slovak,Single responses of knowledge of languages,units,0,56.1.1.1.184.2,330
2021,Ontario,2021A000235,Count,Slovak,Multiple responses of knowledge of languages,units,0,56.1.1.1.184.3,11395
2021,Ontario,2021A000235,Count,Slovene (Slovenian),Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.185.1,7235
2021,Ontario,2021A000235,Count,Slovene (Slovenian),Single responses of knowledge of languages,units,0,56.1.1.1.185.2,25
2021,Ontario,2021A000235,Count,Slovene (Slovenian),Multiple responses of knowledge of languages,units,0,56.1.1.1.185.3,7210
2021,Ontario,2021A000235,Count,Ukrainian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.186.1,58355
2021,Ontario,2021A000235,Count,Ukrainian,Single responses of knowledge of languages,units,0,56.1.1.1.186.2,800
2021,Ontario,2021A000235,Count,Ukrainian,Multiple responses of knowledge of languages,units,0,56.1.1.1.186.3,57555
2021,Ontario,2021A000235,Count,"Slavic languages, n.i.e.",Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.187.1,500
2021,Ontario,2021A000235,Count,"Slavic languages, n.i.e.",Multiple responses of knowledge of languages,units,0,56.1.1.1.187.3,500
2021,Ontario,2021A000235,Count,Celtic languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.188.1,4110
2021,Ontario,2021A000235,Count,Celtic languages,Single responses of knowledge of languages,units,0,56.1.1.1.188.2,35
2021,Ontario,2021A000235,Count,Celtic languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.188.3,4075
2021,Ontario,2021A000235,Count,Irish,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.189.1,2340
2021,Ontario,2021A000235,Count,Irish,Single responses of knowledge of languages,units,0,56.1.1.1.189.2,10
2021,Ontario,2021A000235,Count,Irish,Multiple responses of knowledge of languages,units,0,56.1.1.1.189.3,2335
2021,Ontario,2021A000235,Count,Scottish Gaelic,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.190.1,710
2021,Ontario,2021A000235,Count,Scottish Gaelic,Single responses of knowledge of languages,units,0,56.1.1.1.190.2,10
2021,Ontario,2021A000235,Count,Scottish Gaelic,Multiple responses of knowledge of languages,units,0,56.1.1.1.190.3,700
2021,Ontario,2021A000235,Count,Welsh,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.191.1,815
2021,Ontario,2021A000235,Count,Welsh,Single responses of knowledge of languages,units,0,56.1.1.1.191.2,20
2021,Ontario,2021A000235,Count,Welsh,Multiple responses of knowledge of languages,units,0,56.1.1.1.191.3,795
2021,Ontario,2021A000235,Count,"Celtic languages, n.i.e.",Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.192.1,285
2021,Ontario,2021A000235,Count,"Celtic languages, n.i.e.",Multiple responses of knowledge of languages,units,0,56.1.1.1.192.3,285
2021,Ontario,2021A000235,Count,Germanic languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.193.1,257270
2021,Ontario,2021A000235,Count,Germanic languages,Single responses of knowledge of languages,units,0,56.1.1.1.193.2,3915
2021,Ontario,2021A000235,Count,Germanic languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.193.3,253350
2021,Ontario,2021A000235,Count,Frisian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.194.1,1745
2021,Ontario,2021A000235,Count,Frisian,Single responses of knowledge of languages,units,0,56.1.1.1.194.2,10
2021,Ontario,2021A000235,Count,Frisian,Multiple responses of knowledge of languages,units,0,56.1.1.1.194.3,1735
2021,Ontario,2021A000235,Count,High German languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.195.1,175480
2021,Ontario,2021A000235,Count,High German languages,Single responses of knowledge of languages,units,0,56.1.1.1.195.2,2825
2021,Ontario,2021A000235,Count,High German languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.195.3,172660
2021,Ontario,2021A000235,Count,German,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.196.1,158120
2021,Ontario,2021A000235,Count,German,Single responses of knowledge of languages,units,0,56.1.1.1.196.2,2050
2021,Ontario,2021A000235,Count,German,Multiple responses of knowledge of languages,units,0,56.1.1.1.196.3,156070
2021,Ontario,2021A000235,Count,Pennsylvania German,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.197.1,10365
2021,Ontario,2021A000235,Count,Pennsylvania German,Single responses of knowledge of languages,units,0,56.1.1.1.197.2,730
2021,Ontario,2021A000235,Count,Pennsylvania German,Multiple responses of knowledge of languages,units,0,56.1.1.1.197.3,9640
2021,Ontario,2021A000235,Count,Swiss German,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.198.1,3485
2021,Ontario,2021A000235,Count,Swiss German,Single responses of knowledge of languages,units,0,56.1.1.1.198.2,20
2021,Ontario,2021A000235,Count,Swiss German,Multiple responses of knowledge of languages,units,0,56.1.1.1.198.3,3465
2021,Ontario,2021A000235,Count,Yiddish,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.199.1,6100
2021,Ontario,2021A000235,Count,Yiddish,Single responses of knowledge of languages,units,0,56.1.1.1.199.2,25
2021,Ontario,2021A000235,Count,Yiddish,Multiple responses of knowledge of languages,units,0,56.1.1.1.199.3,6080
2021,Ontario,2021A000235,Count,Low Saxon-Low Franconian languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.200.1,78435
2021,Ontario,2021A000235,Count,Low Saxon-Low Franconian languages,Single responses of knowledge of languages,units,0,56.1.1.1.200.2,1070
2021,Ontario,2021A000235,Count,Low Saxon-Low Franconian languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.200.3,77360
2021,Ontario,2021A000235,Count,Afrikaans,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.201.1,9260
2021,Ontario,2021A000235,Count,Afrikaans,Single responses of knowledge of languages,units,0,56.1.1.1.201.2,15
2021,Ontario,2021A000235,Count,Afrikaans,Multiple responses of knowledge of languages,units,0,56.1.1.1.201.3,9240
2021,Ontario,2021A000235,Count,Dutch,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.202.1,55035
2021,Ontario,2021A000235,Count,Dutch,Single responses of knowledge of languages,units,0,56.1.1.1.202.2,215
2021,Ontario,2021A000235,Count,Dutch,Multiple responses of knowledge of languages,units,0,56.1.1.1.202.3,54825
2021,Ontario,2021A000235,Count,"Low German, n.o.s.",Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.203.1,2185
2021,Ontario,2021A000235,Count,"Low German, n.o.s.",Single responses of knowledge of languages,units,0,56.1.1.1.203.2,100
2021,Ontario,2021A000235,Count,"Low German, n.o.s.",Multiple responses of knowledge of languages,units,0,56.1.1.1.203.3,2085
2021,Ontario,2021A000235,Count,Low Saxon,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.204.1,590
2021,Ontario,2021A000235,Count,Low Saxon,Multiple responses of knowledge of languages,units,0,56.1.1.1.204.3,590
2021,Ontario,2021A000235,Count,Plautdietsch,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.205.1,10245
2021,Ontario,2021A000235,Count,Plautdietsch,Single responses of knowledge of languages,units,0,56.1.1.1.205.2,740
2021,Ontario,2021A000235,Count,Plautdietsch,Multiple responses of knowledge of languages,units,0,56.1.1.1.205.3,9500
2021,Ontario,2021A000235,Count,Vlaams (Flemish),Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.206.1,2040
2021,Ontario,2021A000235,Count,Vlaams (Flemish),Multiple responses of knowledge of languages,units,0,56.1.1.1.206.3,2035
2021,Ontario,2021A000235,Count,Scandinavian languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.207.1,12565
2021,Ontario,2021A000235,Count,Scandinavian languages,Single responses of knowledge of languages,units,0,56.1.1.1.207.2,10
2021,Ontario,2021A000235,Count,Scandinavian languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.207.3,12555
2021,Ontario,2021A000235,Count,Danish,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.208.1,5170
2021,Ontario,2021A000235,Count,Danish,Multiple responses of knowledge of languages,units,0,56.1.1.1.208.3,5170
2021,Ontario,2021A000235,Count,Icelandic,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.209.1,390
2021,Ontario,2021A000235,Count,Icelandic,Multiple responses of knowledge of languages,units,0,56.1.1.1.209.3,390
2021,Ontario,2021A000235,Count,Norwegian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.210.1,2385
2021,Ontario,2021A000235,Count,Norwegian,Multiple responses of knowledge of languages,units,0,56.1.1.1.210.3,2380
2021,Ontario,2021A000235,Count,Swedish,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.211.1,5345
2021,Ontario,2021A000235,Count,Swedish,Multiple responses of knowledge of languages,units,0,56.1.1.1.211.3,5335
2021,Ontario,2021A000235,Count,"Germanic languages, n.i.e.",Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.212.1,480
2021,Ontario,2021A000235,Count,"Germanic languages, n.i.e.",Multiple responses of knowledge of languages,units,0,56.1.1.1.212.3,475
2021,Ontario,2021A000235,Count,Greek,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.213.1,76325
2021,Ontario,2021A000235,Count,Greek,Single responses of knowledge of languages,units,0,56.1.1.1.213.2,2660
2021,Ontario,2021A000235,Count,Greek,Multiple responses of knowledge of languages,units,0,56.1.1.1.213.3,73665
2021,Ontario,2021A000235,Count,Indo-Iranian languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.214.1,1244890
2021,Ontario,2021A000235,Count,Indo-Iranian languages,Single responses of knowledge of languages,units,0,56.1.1.1.214.2,51860
2021,Ontario,2021A000235,Count,Indo-Iranian languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.214.3,1193030
2021,Ontario,2021A000235,Count,Indo-Aryan languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.215.1,1049480
2021,Ontario,2021A000235,Count,Indo-Aryan languages,Single responses of knowledge of languages,units,0,56.1.1.1.215.2,39940
2021,Ontario,2021A000235,Count,Indo-Aryan languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.215.3,1009545
2021,Ontario,2021A000235,Count,Assamese,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.216.1,725
2021,Ontario,2021A000235,Count,Assamese,Multiple responses of knowledge of languages,units,0,56.1.1.1.216.3,720
2021,Ontario,2021A000235,Count,Bengali,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.217.1,76975
2021,Ontario,2021A000235,Count,Bengali,Single responses of knowledge of languages,units,0,56.1.1.1.217.2,1635
2021,Ontario,2021A000235,Count,Bengali,Multiple responses of knowledge of languages,units,0,56.1.1.1.217.3,75345
2021,Ontario,2021A000235,Count,Gujarati,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.218.1,143240
2021,Ontario,2021A000235,Count,Gujarati,Single responses of knowledge of languages,units,0,56.1.1.1.218.2,4490
2021,Ontario,2021A000235,Count,Gujarati,Multiple responses of knowledge of languages,units,0,56.1.1.1.218.3,138750
2021,Ontario,2021A000235,Count,Hindi,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.219.1,436125
2021,Ontario,2021A000235,Count,Hindi,Single responses of knowledge of languages,units,0,56.1.1.1.219.2,1705
2021,Ontario,2021A000235,Count,Hindi,Multiple responses of knowledge of languages,units,0,56.1.1.1.219.3,434425
2021,Ontario,2021A000235,Count,Kacchi,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.220.1,8145
2021,Ontario,2021A000235,Count,Kacchi,Single responses of knowledge of languages,units,0,56.1.1.1.220.2,45
2021,Ontario,2021A000235,Count,Kacchi,Multiple responses of knowledge of languages,units,0,56.1.1.1.220.3,8100
2021,Ontario,2021A000235,Count,Kashmiri,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.221.1,1080
2021,Ontario,2021A000235,Count,Kashmiri,Multiple responses of knowledge of languages,units,0,56.1.1.1.221.3,1080
2021,Ontario,2021A000235,Count,Konkani,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.222.1,6745
2021,Ontario,2021A000235,Count,Konkani,Single responses of knowledge of languages,units,0,56.1.1.1.222.2,15
2021,Ontario,2021A000235,Count,Konkani,Multiple responses of knowledge of languages,units,0,56.1.1.1.222.3,6730
2021,Ontario,2021A000235,Count,Marathi,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.223.1,24775
2021,Ontario,2021A000235,Count,Marathi,Single responses of knowledge of languages,units,0,56.1.1.1.223.2,115
2021,Ontario,2021A000235,Count,Marathi,Multiple responses of knowledge of languages,units,0,56.1.1.1.223.3,24660
2021,Ontario,2021A000235,Count,Nepali,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.224.1,17105
2021,Ontario,2021A000235,Count,Nepali,Single responses of knowledge of languages,units,0,56.1.1.1.224.2,1265
2021,Ontario,2021A000235,Count,Nepali,Multiple responses of knowledge of languages,units,0,56.1.1.1.224.3,15840
2021,Ontario,2021A000235,Count,Oriya languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.225.1,2545
2021,Ontario,2021A000235,Count,Oriya languages,Single responses of knowledge of languages,units,0,56.1.1.1.225.2,25
2021,Ontario,2021A000235,Count,Oriya languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.225.3,2520
2021,Ontario,2021A000235,Count,Odia,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.226.1,1425
2021,Ontario,2021A000235,Count,Odia,Single responses of knowledge of languages,units,0,56.1.1.1.226.2,25
2021,Ontario,2021A000235,Count,Odia,Multiple responses of knowledge of languages,units,0,56.1.1.1.226.3,1405
2021,Ontario,2021A000235,Count,"Oriya, n.o.s.",Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.227.1,1135
2021,Ontario,2021A000235,Count,"Oriya, n.o.s.",Multiple responses of knowledge of languages,units,0,56.1.1.1.227.3,1135
2021,Ontario,2021A000235,Count,Punjabi (Panjabi),Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.228.1,397865
2021,Ontario,2021A000235,Count,Punjabi (Panjabi),Single responses of knowledge of languages,units,0,56.1.1.1.228.2,24635
2021,Ontario,2021A000235,Count,Punjabi (Panjabi),Multiple responses of knowledge of languages,units,0,56.1.1.1.228.3,373230
2021,Ontario,2021A000235,Count,Rohingya,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.229.1,370
2021,Ontario,2021A000235,Count,Rohingya,Single responses of knowledge of languages,units,0,56.1.1.1.229.2,70
2021,Ontario,2021A000235,Count,Rohingya,Multiple responses of knowledge of languages,units,0,56.1.1.1.229.3,305
2021,Ontario,2021A000235,Count,Sindhi,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.230.1,5595
2021,Ontario,2021A000235,Count,Sindhi,Single responses of knowledge of languages,units,0,56.1.1.1.230.2,15
2021,Ontario,2021A000235,Count,Sindhi,Multiple responses of knowledge of languages,units,0,56.1.1.1.230.3,5580
2021,Ontario,2021A000235,Count,Sinhala (Sinhalese),Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.231.1,21630
2021,Ontario,2021A000235,Count,Sinhala (Sinhalese),Single responses of knowledge of languages,units,0,56.1.1.1.231.2,215
2021,Ontario,2021A000235,Count,Sinhala (Sinhalese),Multiple responses of knowledge of languages,units,0,56.1.1.1.231.3,21415
2021,Ontario,2021A000235,Count,Urdu,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.232.1,295175
2021,Ontario,2021A000235,Count,Urdu,Single responses of knowledge of languages,units,0,56.1.1.1.232.2,5680
2021,Ontario,2021A000235,Count,Urdu,Multiple responses of knowledge of languages,units,0,56.1.1.1.232.3,289495
2021,Ontario,2021A000235,Count,"Indo-Aryan languages, n.i.e.",Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.233.1,5965
2021,Ontario,2021A000235,Count,"Indo-Aryan languages, n.i.e.",Single responses of knowledge of languages,units,0,56.1.1.1.233.2,30
2021,Ontario,2021A000235,Count,"Indo-Aryan languages, n.i.e.",Multiple responses of knowledge of languages,units,0,56.1.1.1.233.3,5940
2021,Ontario,2021A000235,Count,Iranian languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.234.1,210365
2021,Ontario,2021A000235,Count,Iranian languages,Single responses of knowledge of languages,units,0,56.1.1.1.234.2,11925
2021,Ontario,2021A000235,Count,Iranian languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.234.3,198445
2021,Ontario,2021A000235,Count,Baluchi,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.235.1,525
2021,Ontario,2021A000235,Count,Baluchi,Multiple responses of knowledge of languages,units,0,56.1.1.1.235.3,525
2021,Ontario,2021A000235,Count,Kurdish,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.236.1,13875
2021,Ontario,2021A000235,Count,Kurdish,Single responses of knowledge of languages,units,0,56.1.1.1.236.2,675
2021,Ontario,2021A000235,Count,Kurdish,Multiple responses of knowledge of languages,units,0,56.1.1.1.236.3,13195
2021,Ontario,2021A000235,Count,Parsi,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.237.1,525
2021,Ontario,2021A000235,Count,Parsi,Multiple responses of knowledge of languages,units,0,56.1.1.1.237.3,525
2021,Ontario,2021A000235,Count,Pashto,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.238.1,20790
2021,Ontario,2021A000235,Count,Pashto,Single responses of knowledge of languages,units,0,56.1.1.1.238.2,845
2021,Ontario,2021A000235,Count,Pashto,Multiple responses of knowledge of languages,units,0,56.1.1.1.238.3,19940
2021,Ontario,2021A000235,Count,Persian languages,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.239.1,183830
2021,Ontario,2021A000235,Count,Persian languages,Single responses of knowledge of languages,units,0,56.1.1.1.239.2,10375
2021,Ontario,2021A000235,Count,Persian languages,Multiple responses of knowledge of languages,units,0,56.1.1.1.239.3,173460
2021,Ontario,2021A000235,Count,Dari,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.240.1,47645
2021,Ontario,2021A000235,Count,Dari,Single responses of knowledge of languages,units,0,56.1.1.1.240.2,3465
2021,Ontario,2021A000235,Count,Dari,Multiple responses of knowledge of languages,units,0,56.1.1.1.240.3,44175
2021,Ontario,2021A000235,Count,Iranian Persian,Total - Single and multiple responses of knowledge of languages,units,0,56.1.1.1.241.1,122300
2021,Ontario,2021A000235,Count,Iranian Persian,Single responses of knowledge of languages,units,0,56.1.1.1.241.2,6145
